,ds,ds,y,yhat,Local_Venda,diff
128,2017-03-09,2017-03-09,3204.0,3128.4629447527464,Mindscape,-75.53705524725365
129,2017-03-10,2017-03-10,2982.0,2925.442082851936,Mindscape,-56.55791714806401
130,2017-03-11,2017-03-11,2545.0,2806.0702121866734,Mindscape,261.0702121866734
131,2017-03-12,2017-03-12,2461.0,2498.844793520376,Mindscape,37.84479352037579
132,2017-03-13,2017-03-13,1466.0,2686.0119535044205,Mindscape,1220.0119535044205
133,2017-03-14,2017-03-14,1456.0,1866.5068711665726,Mindscape,410.50687116657264
134,2017-03-15,2017-03-15,2975.0,2713.578564863512,Mindscape,-261.42143513648807
135,2017-03-16,2017-03-16,3264.0,2897.892232323847,Mindscape,-366.1077676761529
136,2017-03-17,2017-03-17,3097.0,2331.6972202530437,Mindscape,-765.3027797469563
137,2017-03-18,2017-03-18,2806.0,2193.248526855685,Mindscape,-612.7514731443148
138,2017-03-19,2017-03-19,2554.0,2309.8536106544957,Mindscape,-244.1463893455043
139,2017-03-20,2017-03-20,1844.0,2276.0310099942208,Mindscape,432.03100999422077
140,2017-03-21,2017-03-21,2008.0,2273.023057838935,Mindscape,265.0230578389351
141,2017-03-22,2017-03-22,3017.0,3163.367259367727,Mindscape,146.367259367727
142,2017-03-23,2017-03-23,2793.0,2530.0667576055807,Mindscape,-262.93324239441927
143,2017-03-24,2017-03-24,2074.0,2483.0321250196134,Mindscape,409.03212501961343
144,2017-03-25,2017-03-25,2715.0,2442.7594411944474,Mindscape,-272.2405588055526
145,2017-03-26,2017-03-26,2609.0,2332.382944905054,Mindscape,-276.61705509494595
146,2017-03-27,2017-03-27,1932.0,2385.16761460251,Mindscape,453.1676146025102
147,2017-03-28,2017-03-28,1736.0,2144.5718927522394,Mindscape,408.57189275223936
148,2017-03-29,2017-03-29,2827.0,2914.7564903429607,Mindscape,87.75649034296066
149,2017-03-30,2017-03-30,2704.0,2238.647675481611,Mindscape,-465.3523245183892
150,2017-03-31,2017-03-31,2640.0,2432.4996059242108,Mindscape,-207.50039407578925
151,2017-04-01,2017-04-01,2648.0,2661.8588210458247,Mindscape,13.858821045824698
152,,2017-04-02,,2782.0008234828247,Mindscape,
153,,2017-04-03,,3192.4404899211586,Mindscape,
154,,2017-04-04,,3030.758825826591,Mindscape,
155,,2017-04-05,,4030.7102901660564,Mindscape,
156,,2017-04-06,,3357.6749333454636,Mindscape,
157,,2017-04-07,,3736.4382962497148,Mindscape,
158,,2017-04-08,,4549.860839679086,Mindscape,
159,,2017-04-09,,4347.859705278586,Mindscape,
160,,2017-04-10,,4322.596615405706,Mindscape,
161,,2017-04-11,,3719.8566687657926,Mindscape,
162,,2017-04-12,,4345.064705614284,Mindscape,
163,,2017-04-13,,3550.157079240933,Mindscape,
164,,2017-04-14,,2886.764186209401,Mindscape,
165,,2017-04-15,,3243.9930848544163,Mindscape,
166,,2017-04-16,,2888.825930446255,Mindscape,
